CIDR	Start IP	End IP	Subnet Mask	Addresses	Hosts	Wildcard mask
199.74.210.192/27	199.74.210.192	199.74.210.223	255.255.255.224	32	30	0.0.0.31
199.74.210.224/28	199.74.210.224	199.74.210.239	255.255.255.240	16	14	0.0.0.15
199.74.210.240/29	199.74.210.240	199.74.210.247	255.255.255.248	8	6	0.0.0.7
199.74.210.248/30	199.74.210.248	199.74.210.251	255.255.255.252	4	2	0.0.0.3
199.74.210.252/31	199.74.210.252	199.74.210.253	255.255.255.254	2	2	0.0.0.1
199.74.210.254/32	199.74.210.254	199.74.210.254	255.255.255.255	1	1	0.0.0.0
199.74.210.255/32	199.74.210.255	199.74.210.255	255.255.255.255	1	1	0.0.0.0
62.97.66.152/30	62.97.66.152	62.97.66.155	255.255.255.252	4	2	0.0.0.3
62.97.66.156/31	62.97.66.156	62.97.66.157	255.255.255.254	2	2	0.0.0.1
62.97.66.158/32	62.97.66.158	62.97.66.158	255.255.255.255	1	1	0.0.0.0
62.97.66.159/32	62.97.66.159	62.97.66.159	255.255.255.255	1	1	0.0.0.0
206.71.117.0/25	206.71.117.0	206.71.117.127	255.255.255.128	128	126	0.0.0.127
206.71.117.128/26	206.71.117.128	206.71.117.191	255.255.255.192	64	62	0.0.0.63
206.71.117.192/27	206.71.117.192	206.71.117.223	255.255.255.224	32	30	0.0.0.31
206.71.117.224/28	206.71.117.224	206.71.117.239	255.255.255.240	16	14	0.0.0.15
206.71.117.240/29	206.71.117.240	206.71.117.247	255.255.255.248	8	6	0.0.0.7
206.71.117.248/30	206.71.117.248	206.71.117.251	255.255.255.252	4	2	0.0.0.3
206.71.117.252/31	206.71.117.252	206.71.117.253	255.255.255.254	2	2	0.0.0.1
206.71.117.254/32	206.71.117.254	206.71.117.254	255.255.255.255	1	1	0.0.0.0
206.71.117.255/32	206.71.117.255	206.71.117.255	255.255.255.255	1	1	0.0.0.0
131.253.1.0/25	131.253.1.0	131.253.1.127	255.255.255.128	128	126	0.0.0.127
131.253.1.128/26	131.253.1.128	131.253.1.191	255.255.255.192	64	62	0.0.0.63
131.253.1.192/27	131.253.1.192	131.253.1.223	255.255.255.224	32	30	0.0.0.31
131.253.1.224/28	131.253.1.224	131.253.1.239	255.255.255.240	16	14	0.0.0.15
131.253.1.240/29	131.253.1.240	131.253.1.247	255.255.255.248	8	6	0.0.0.7
131.253.1.248/30	131.253.1.248	131.253.1.251	255.255.255.252	4	2	0.0.0.3
131.253.1.252/31	131.253.1.252	131.253.1.253	255.255.255.254	2	2	0.0.0.1
131.253.1.254/32	131.253.1.254	131.253.1.254	255.255.255.255	1	1	0.0.0.0
131.253.1.255/32	131.253.1.255	131.253.1.255	255.255.255.255	1	1	0.0.0.0
208.84.0.0/22	208.84.0.0	208.84.3.255	255.255.252.0	1024	1022	0.0.3.255
208.84.4.0/23	208.84.4.0	208.84.5.255	255.255.254.0	512	510	0.0.1.255
208.84.6.0/24	208.84.6.0	208.84.6.255	255.255.255.0	256	254	0.0.0.255
208.84.7.0/25	208.84.7.0	208.84.7.127	255.255.255.128	128	126	0.0.0.127
208.84.7.128/26	208.84.7.128	208.84.7.191	255.255.255.192	64	62	0.0.0.63
208.84.7.192/27	208.84.7.192	208.84.7.223	255.255.255.224	32	30	0.0.0.31
208.84.7.224/28	208.84.7.224	208.84.7.239	255.255.255.240	16	14	0.0.0.15
208.84.7.240/29	208.84.7.240	208.84.7.247	255.255.255.248	8	6	0.0.0.7
208.84.7.248/30	208.84.7.248	208.84.7.251	255.255.255.252	4	2	0.0.0.3
208.84.7.252/31	208.84.7.252	208.84.7.253	255.255.255.254	2	2	0.0.0.1
208.84.7.254/32	208.84.7.254	208.84.7.254	255.255.255.255	1	1	0.0.0.0
208.84.7.255/32	208.84.7.255	208.84.7.255	255.255.255.255	1	1	0.0.0.0
204.79.181.0/25	204.79.181.0	204.79.181.127	255.255.255.128	128	126	0.0.0.127
204.79.181.128/26	204.79.181.128	204.79.181.191	255.255.255.192	64	62	0.0.0.63
204.79.181.192/27	204.79.181.192	204.79.181.223	255.255.255.224	32	30	0.0.0.31
204.79.181.224/28	204.79.181.224	204.79.181.239	255.255.255.240	16	14	0.0.0.15
204.79.181.240/29	204.79.181.240	204.79.181.247	255.255.255.248	8	6	0.0.0.7
204.79.181.248/30	204.79.181.248	204.79.181.251	255.255.255.252	4	2	0.0.0.3
204.79.181.252/31	204.79.181.252	204.79.181.253	255.255.255.254	2	2	0.0.0.1
204.79.181.254/32	204.79.181.254	204.79.181.254	255.255.255.255	1	1	0.0.0.0
204.79.181.255/32	204.79.181.255	204.79.181.255	255.255.255.255	1	1	0.0.0.0
204.13.120.0/22	204.13.120.0	204.13.123.255	255.255.252.0	1024	1022	0.0.3.255
204.13.124.0/23	204.13.124.0	204.13.125.255	255.255.254.0	512	510	0.0.1.255
204.13.126.0/24	204.13.126.0	204.13.126.255	255.255.255.0	256	254	0.0.0.255
204.13.127.0/25	204.13.127.0	204.13.127.127	255.255.255.128	128	126	0.0.0.127
204.13.127.128/26	204.13.127.128	204.13.127.191	255.255.255.192	64	62	0.0.0.63
204.13.127.192/27	204.13.127.192	204.13.127.223	255.255.255.224	32	30	0.0.0.31
204.13.127.224/28	204.13.127.224	204.13.127.239	255.255.255.240	16	14	0.0.0.15
204.13.127.240/29	204.13.127.240	204.13.127.247	255.255.255.248	8	6	0.0.0.7
204.13.127.248/30	204.13.127.248	204.13.127.251	255.255.255.252	4	2	0.0.0.3
204.13.127.252/31	204.13.127.252	204.13.127.253	255.255.255.254	2	2	0.0.0.1
204.13.127.254/32	204.13.127.254	204.13.127.254	255.255.255.255	1	1	0.0.0.0
204.13.127.255/32	204.13.127.255	204.13.127.255	255.255.255.255	1	1	0.0.0.0
204.231.194.0/24	204.231.194.0	204.231.194.255	255.255.255.0	256	254	0.0.0.255
204.231.195.0/25	204.231.195.0	204.231.195.127	255.255.255.128	128	126	0.0.0.127
204.231.195.128/26	204.231.195.128	204.231.195.191	255.255.255.192	64	62	0.0.0.63
204.231.195.192/27	204.231.195.192	204.231.195.223	255.255.255.224	32	30	0.0.0.31
204.231.195.224/28	204.231.195.224	204.231.195.239	255.255.255.240	16	14	0.0.0.15
204.231.195.240/29	204.231.195.240	204.231.195.247	255.255.255.248	8	6	0.0.0.7
204.231.195.248/30	204.231.195.248	204.231.195.251	255.255.255.252	4	2	0.0.0.3
204.231.195.252/31	204.231.195.252	204.231.195.253	255.255.255.254	2	2	0.0.0.1
204.231.195.254/32	204.231.195.254	204.231.195.254	255.255.255.255	1	1	0.0.0.0
204.231.195.255/32	204.231.195.255	204.231.195.255	255.255.255.255	1	1	0.0.0.0
198.206.164.0/25	198.206.164.0	198.206.164.127	255.255.255.128	128	126	0.0.0.127
198.206.164.128/26	198.206.164.128	198.206.164.191	255.255.255.192	64	62	0.0.0.63
198.206.164.192/27	198.206.164.192	198.206.164.223	255.255.255.224	32	30	0.0.0.31
198.206.164.224/28	198.206.164.224	198.206.164.239	255.255.255.240	16	14	0.0.0.15
198.206.164.240/29	198.206.164.240	198.206.164.247	255.255.255.248	8	6	0.0.0.7
198.206.164.248/30	198.206.164.248	198.206.164.251	255.255.255.252	4	2	0.0.0.3
198.206.164.252/31	198.206.164.252	198.206.164.253	255.255.255.254	2	2	0.0.0.1
198.206.164.254/32	198.206.164.254	198.206.164.254	255.255.255.255	1	1	0.0.0.0
198.206.164.255/32	198.206.164.255	198.206.164.255	255.255.255.255	1	1	0.0.0.0
74.113.220.0/29	74.113.220.0	74.113.220.7	255.255.255.248	8	6	0.0.0.7
74.113.220.8/30	74.113.220.8	74.113.220.11	255.255.255.252	4	2	0.0.0.3
74.113.220.12/31	74.113.220.12	74.113.220.13	255.255.255.254	2	2	0.0.0.1
74.113.220.14/32	74.113.220.14	74.113.220.14	255.255.255.255	1	1	0.0.0.0
74.113.220.15/32	74.113.220.15	74.113.220.15	255.255.255.255	1	1	0.0.0.0
74.248.0.0/16	74.248.0.0	74.248.255.255	255.255.0.0	65536	65534	0.0.255.255
74.249.0.0/17	74.249.0.0	74.249.127.255	255.255.128.0	32768	32766	0.0.127.255
74.249.128.0/18	74.249.128.0	74.249.191.255	255.255.192.0	16384	16382	0.0.63.255
74.249.192.0/19	74.249.192.0	74.249.223.255	255.255.224.0	8192	8190	0.0.31.255
74.249.224.0/20	74.249.224.0	74.249.239.255	255.255.240.0	4096	4094	0.0.15.255
74.249.240.0/21	74.249.240.0	74.249.247.255	255.255.248.0	2048	2046	0.0.7.255
74.249.248.0/22	74.249.248.0	74.249.251.255	255.255.252.0	1024	1022	0.0.3.255
74.249.252.0/23	74.249.252.0	74.249.253.255	255.255.254.0	512	510	0.0.1.255
74.249.254.0/24	74.249.254.0	74.249.254.255	255.255.255.0	256	254	0.0.0.255
74.249.255.0/25	74.249.255.0	74.249.255.127	255.255.255.128	128	126	0.0.0.127
74.249.255.128/26	74.249.255.128	74.249.255.191	255.255.255.192	64	62	0.0.0.63
74.249.255.192/27	74.249.255.192	74.249.255.223	255.255.255.224	32	30	0.0.0.31
74.249.255.224/28	74.249.255.224	74.249.255.239	255.255.255.240	16	14	0.0.0.15
74.249.255.240/29	74.249.255.240	74.249.255.247	255.255.255.248	8	6	0.0.0.7
74.249.255.248/30	74.249.255.248	74.249.255.251	255.255.255.252	4	2	0.0.0.3
74.249.255.252/31	74.249.255.252	74.249.255.253	255.255.255.254	2	2	0.0.0.1
74.249.255.254/32	74.249.255.254	74.249.255.254	255.255.255.255	1	1	0.0.0.0
74.249.255.255/32	74.249.255.255	74.249.255.255	255.255.255.255	1	1	0.0.0.0
72.152.0.0/15	72.152.0.0	72.153.255.255	255.254.0.0	131072	131070	0.1.255.255
72.154.0.0/16	72.154.0.0	72.154.255.255	255.255.0.0	65536	65534	0.0.255.255
72.155.0.0/17	72.155.0.0	72.155.127.255	255.255.128.0	32768	32766	0.0.127.255
72.155.128.0/18	72.155.128.0	72.155.191.255	255.255.192.0	16384	16382	0.0.63.255
72.155.192.0/19	72.155.192.0	72.155.223.255	255.255.224.0	8192	8190	0.0.31.255
72.155.224.0/20	72.155.224.0	72.155.239.255	255.255.240.0	4096	4094	0.0.15.255
72.155.240.0/21	72.155.240.0	72.155.247.255	255.255.248.0	2048	2046	0.0.7.255
72.155.248.0/22	72.155.248.0	72.155.251.255	255.255.252.0	1024	1022	0.0.3.255
72.155.252.0/23	72.155.252.0	72.155.253.255	255.255.254.0	512	510	0.0.1.255
72.155.254.0/24	72.155.254.0	72.155.254.255	255.255.255.0	256	254	0.0.0.255
72.155.255.0/25	72.155.255.0	72.155.255.127	255.255.255.128	128	126	0.0.0.127
72.155.255.128/26	72.155.255.128	72.155.255.191	255.255.255.192	64	62	0.0.0.63
72.155.255.192/27	72.155.255.192	72.155.255.223	255.255.255.224	32	30	0.0.0.31
72.155.255.224/28	72.155.255.224	72.155.255.239	255.255.255.240	16	14	0.0.0.15
72.155.255.240/29	72.155.255.240	72.155.255.247	255.255.255.248	8	6	0.0.0.7
72.155.255.248/30	72.155.255.248	72.155.255.251	255.255.255.252	4	2	0.0.0.3
72.155.255.252/31	72.155.255.252	72.155.255.253	255.255.255.254	2	2	0.0.0.1
72.155.255.254/32	72.155.255.254	72.155.255.254	255.255.255.255	1	1	0.0.0.0
72.155.255.255/32	72.155.255.255	72.155.255.255	255.255.255.255	1	1	0.0.0.0
192.100.102.0/23	192.100.102.0	192.100.103.255	255.255.254.0	512	510	0.0.1.255
192.100.104.0/21	192.100.104.0	192.100.111.255	255.255.248.0	2048	2046	0.0.7.255
192.100.112.0/20	192.100.112.0	192.100.127.255	255.255.240.0	4096	4094	0.0.15.255
192.100.128.0/22	192.100.128.0	192.100.131.255	255.255.252.0	1024	1022	0.0.3.255
192.100.132.0/24	192.100.132.0	192.100.132.255	255.255.255.0	256	254	0.0.0.255
192.100.133.0/25	192.100.133.0	192.100.133.127	255.255.255.128	128	126	0.0.0.127
192.100.133.128/26	192.100.133.128	192.100.133.191	255.255.255.192	64	62	0.0.0.63
192.100.133.192/27	192.100.133.192	192.100.133.223	255.255.255.224	32	30	0.0.0.31
192.100.133.224/28	192.100.133.224	192.100.133.239	255.255.255.240	16	14	0.0.0.15
192.100.133.240/29	192.100.133.240	192.100.133.247	255.255.255.248	8	6	0.0.0.7
192.100.133.248/30	192.100.133.248	192.100.133.251	255.255.255.252	4	2	0.0.0.3
192.100.133.252/31	192.100.133.252	192.100.133.253	255.255.255.254	2	2	0.0.0.1
192.100.133.254/32	192.100.133.254	192.100.133.254	255.255.255.255	1	1	0.0.0.0
192.100.133.255/32	192.100.133.255	192.100.133.255	255.255.255.255	1	1	0.0.0.0
98.70.0.0/16	98.70.0.0	98.70.255.255	255.255.0.0	65536	65534	0.0.255.255
98.71.0.0/17	98.71.0.0	98.71.127.255	255.255.128.0	32768	32766	0.0.127.255
98.71.128.0/18	98.71.128.0	98.71.191.255	255.255.192.0	16384	16382	0.0.63.255
98.71.192.0/19	98.71.192.0	98.71.223.255	255.255.224.0	8192	8190	0.0.31.255
98.71.224.0/20	98.71.224.0	98.71.239.255	255.255.240.0	4096	4094	0.0.15.255
98.71.240.0/21	98.71.240.0	98.71.247.255	255.255.248.0	2048	2046	0.0.7.255
98.71.248.0/22	98.71.248.0	98.71.251.255	255.255.252.0	1024	1022	0.0.3.255
98.71.252.0/23	98.71.252.0	98.71.253.255	255.255.254.0	512	510	0.0.1.255
98.71.254.0/24	98.71.254.0	98.71.254.255	255.255.255.0	256	254	0.0.0.255
98.71.255.0/25	98.71.255.0	98.71.255.127	255.255.255.128	128	126	0.0.0.127
98.71.255.128/26	98.71.255.128	98.71.255.191	255.255.255.192	64	62	0.0.0.63
98.71.255.192/27	98.71.255.192	98.71.255.223	255.255.255.224	32	30	0.0.0.31
98.71.255.224/28	98.71.255.224	98.71.255.239	255.255.255.240	16	14	0.0.0.15
98.71.255.240/29	98.71.255.240	98.71.255.247	255.255.255.248	8	6	0.0.0.7
98.71.255.248/30	98.71.255.248	98.71.255.251	255.255.255.252	4	2	0.0.0.3
98.71.255.252/31	98.71.255.252	98.71.255.253	255.255.255.254	2	2	0.0.0.1
98.71.255.254/32	98.71.255.254	98.71.255.254	255.255.255.255	1	1	0.0.0.0
98.71.255.255/32	98.71.255.255	98.71.255.255	255.255.255.255	1	1	0.0.0.0
98.64.0.0/15	98.64.0.0	98.65.255.255	255.254.0.0	131072	131070	0.1.255.255
98.66.0.0/16	98.66.0.0	98.66.255.255	255.255.0.0	65536	65534	0.0.255.255
98.67.0.0/17	98.67.0.0	98.67.127.255	255.255.128.0	32768	32766	0.0.127.255
98.67.128.0/18	98.67.128.0	98.67.191.255	255.255.192.0	16384	16382	0.0.63.255
98.67.192.0/19	98.67.192.0	98.67.223.255	255.255.224.0	8192	8190	0.0.31.255
98.67.224.0/20	98.67.224.0	98.67.239.255	255.255.240.0	4096	4094	0.0.15.255
98.67.240.0/21	98.67.240.0	98.67.247.255	255.255.248.0	2048	2046	0.0.7.255
98.67.248.0/22	98.67.248.0	98.67.251.255	255.255.252.0	1024	1022	0.0.3.255
98.67.252.0/23	98.67.252.0	98.67.253.255	255.255.254.0	512	510	0.0.1.255
98.67.254.0/24	98.67.254.0	98.67.254.255	255.255.255.0	256	254	0.0.0.255
98.67.255.0/25	98.67.255.0	98.67.255.127	255.255.255.128	128	126	0.0.0.127
98.67.255.128/26	98.67.255.128	98.67.255.191	255.255.255.192	64	62	0.0.0.63
98.67.255.192/27	98.67.255.192	98.67.255.223	255.255.255.224	32	30	0.0.0.31
98.67.255.224/28	98.67.255.224	98.67.255.239	255.255.255.240	16	14	0.0.0.15
98.67.255.240/29	98.67.255.240	98.67.255.247	255.255.255.248	8	6	0.0.0.7
98.67.255.248/30	98.67.255.248	98.67.255.251	255.255.255.252	4	2	0.0.0.3
98.67.255.252/31	98.67.255.252	98.67.255.253	255.255.255.254	2	2	0.0.0.1
98.67.255.254/32	98.67.255.254	98.67.255.254	255.255.255.255	1	1	0.0.0.0
98.67.255.255/32	98.67.255.255	98.67.255.255	255.255.255.255	1	1	0.0.0.0
